molecule_chembl_id,canonical_smiles,standard_value,standard_units,standard_type,target_pref_name,target_organism,activity_comment,assay_description,document_journal,document_year
CHEMBL442801,O=C(OC1([C@H]2CCC[C@@H](CC(F)(F)F)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,3.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL239859,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL239858,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,2.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL400420,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCC(N2CCCCC2)CC1,2.8,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL239629,O=C(OC1([C@H]2CCC[C@@H](c3cc(F)cc(F)c3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,2.4,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,12,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,16,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,29,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236191,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,81,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,6.9,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236189,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,27,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,9.6,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,16,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236186,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,25,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,10,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392060,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.5,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,6.9,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,17,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,12,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,13,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,9,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,28,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392144,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,3.2,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236196,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,104,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL429449,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,57,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236195,O=C(O[C@@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,2425,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236193,O=C(O[C@H]1CCC2CCCC1N2S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,15,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392144,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(O)(CC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,4.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,39,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,32,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,144,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,45,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,20,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,115,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,25,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392060,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,7.7,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236184,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,8.3,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236183,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCCO)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,15,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392059,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)C[C@@H]3C)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,14,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL236182,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(CCO)[C@@H](C)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,10,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,20,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,190,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level,Bioorg Med Chem Lett,2007
CHEMBL392878,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL418455,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3ccc(O)c(C(=O)O)c3)c(I)c2)ccc1O,8000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL81880,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL245688,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL245479,CN(C)c1ccc(/C=C/c2cc(I)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,20000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL245478,CN(C)c1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,20000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL245477,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)cc3)c2)cc1,20000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL245476,COc1ccc(/C=C/c2cc(Br)cc(/C=C/c3ccc(OC)c(OC)c3)c2)cc1OC,20000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL396917,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,1800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248339,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N4CCCC4)c(OC)c3)c2)ccc1N1CCCC1,20000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248338,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)c2)ccc1O,2700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248337,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)c2)cc1N(C)C,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248133,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)c2)ccc1OC,1300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248132,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)c2)cc1N,300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248131,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247932,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)c2)ccc1N(C)C,1000,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247931,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247930,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,600,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247728,COc1cc(/C=C/c2cc(N(C)C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247727,COc1cc(/C=C/c2cc(C)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1400,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247726,COc1cc(/C=C/c2ccc(O)c(OC)c2)nc(/C=C/c2ccc(O)c(OC)c2)c1,1700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247530,COc1cc(/C=C/c2cc(Cl)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL427878,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247328,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247929,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247927,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL391205,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247725,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247674,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC,500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL247524,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,700,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL427877,CN(C)c1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(N(C)C)c3)n2)ccc1O,2300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL394713,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,900,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248327,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(NC)c3)n2)ccc1O,500,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL248122,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(OC)c(NC)c3)n2)ccc1OC,1100,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta 42 fibril formation by thioflavin T assay,Bioorg Med Chem Lett,2007
CHEMBL450553,CCN(CCCCCCN1C(=O)c2ccc3c4c(ccc(c24)C1=O)C(=O)N(CCCCCCN(CC)Cc1ccccc1OC)C3=O)Cc1ccccc1OC,9690,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of self-induced amyloid beta (1-40) aggregation by thioflavin T formation assay,J Med Chem,2008
CHEMBL492216,CN(C)c1ccc(/C=C/c2cc3ccccc3o2)cc1,2300,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL492217,COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,810,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL491203,CN(C)c1ccc(/C=C/c2cc3cc(O)ccc3o2)cc1,160,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL509088,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,130,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL489978,CN(C)c1ccc(/C=C/c2cc3cc(F)ccc3o2)cc1,1980,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL446870,CN(C)c1ccc(/C=C/c2cc3cc(Cl)ccc3o2)cc1,200,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL489979,CN(C)c1ccc(/C=C/c2cc3cc(Br)ccc3o2)cc1,470,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL524114,CN(C)c1ccc(/C=C/c2cc3cc(I)ccc3o2)cc1,170,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL524141,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,70,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL443097,CN(C)c1ccc(/C=C/c2cc3ccc(O)cc3o2)cc1,3620,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL491406,Cc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,3440,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL491407,CN(C)c1ccc(/C=C/c2cc3ccc(F)cc3o2)cc1,2190,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL490798,CN(C)c1ccc(/C=C/c2cc3ccc(Cl)cc3o2)cc1,3210,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL490799,CN(C)c1ccc(/C=C/c2cc3ccc(Br)cc3o2)cc1,1340,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
CHEMBL492023,CN(C)c1ccc(/C=C/c2cc3ccc(I)cc3o2)cc1,2800,nM,IC50,Amyloid-beta A4 protein,Homo sapiens,,Inhibition of amyloid beta42 fibril formation by thioflavin T formation,Bioorg Med Chem Lett,2008
